Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,Total_Carbon_Footprint,Footprint_Category
obese,male,vegan,less frequently,electricity,private,lpg,never,266,never,4293,medium,6,19,8,5,No,"['Paper', 'Glass', 'Metal']",['Oven'],2297,Low
underweight,male,omnivore,less frequently,wood,private,diesel,never,229,very frequently,5235,small,2,15,37,13,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",3670,High
normal,male,pescatarian,daily,wood,private,lpg,never,222,never,1771,extra large,3,5,8,12,Yes,['Glass'],['Oven'],1608,Low
normal,female,vegetarian,less frequently,wood,private,lpg,often,191,frequently,8358,extra large,5,16,20,10,Sometimes,['Paper'],[],3941,High
underweight,female,omnivore,twice a day,coal,private,lpg,never,266,rarely,3800,small,7,23,8,5,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2126,Low
underweight,male,omnivore,twice a day,coal,private,lpg,often,95,rarely,7468,extra large,7,5,47,22,No,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",4422,High
normal,male,pescatarian,more frequently,wood,private,lpg,often,159,rarely,732,small,7,10,46,24,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2262,Low
overweight,female,omnivore,less frequently,natural gas,private,lpg,often,187,never,196,extra large,4,16,8,10,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1662,Low
underweight,male,pescatarian,more frequently,coal,private,hybrid,often,169,rarely,5393,large,3,13,2,5,Yes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2303,Low
overweight,male,vegan,less frequently,coal,private,petrol,sometimes,247,very frequently,7749,medium,5,5,20,8,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",6069,High
normal,female,pescatarian,twice a day,electricity,private,hybrid,never,295,very frequently,2761,extra large,3,2,1,8,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",2188,Low
obese,male,vegan,twice a day,coal,private,electric,sometimes,299,very frequently,9445,extra large,5,12,20,15,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",3779,High
underweight,female,vegan,daily,natural gas,private,electric,often,240,never,6726,small,7,15,6,16,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",848,Low
normal,male,pescatarian,daily,wood,private,diesel,sometimes,190,rarely,5287,large,4,12,15,10,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2801,Medium
normal,male,pescatarian,daily,electricity,private,diesel,never,136,never,4306,extra large,5,5,3,13,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2207,Low
normal,female,pescatarian,daily,wood,private,diesel,never,271,very frequently,555,small,7,18,0,1,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2278,Low
normal,female,pescatarian,twice a day,electricity,private,hybrid,often,91,very frequently,6898,extra large,2,10,1,23,Sometimes,[],['Stove'],2964,Medium
normal,female,vegan,twice a day,electricity,private,diesel,sometimes,246,rarely,5413,large,2,16,38,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2108,Low
normal,male,vegetarian,twice a day,coal,private,petrol,often,81,rarely,5499,small,4,21,27,2,Sometimes,['Glass'],"['Stove', 'Oven']",3800,High
normal,female,omnivore,daily,natural gas,private,lpg,never,193,never,8786,medium,2,7,40,7,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3266,Medium
normal,female,pescatarian,more frequently,wood,private,hybrid,never,296,rarely,5310,small,1,14,42,17,Yes,['Plastic'],"['Stove', 'Oven']",2288,Low
underweight,male,omnivore,less frequently,coal,private,hybrid,never,286,frequently,8809,medium,5,18,37,15,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",3799,High
obese,female,vegan,daily,electricity,private,electric,sometimes,296,never,9285,large,6,3,45,1,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",1616,Low
overweight,female,omnivore,less frequently,coal,private,hybrid,sometimes,127,very frequently,9352,extra large,6,21,28,16,Sometimes,['Glass'],['Oven'],5015,High
normal,male,pescatarian,less frequently,coal,private,electric,sometimes,203,frequently,8920,large,2,23,32,6,Yes,"['Plastic', 'Glass']",['Stove'],2179,Low
underweight,male,pescatarian,twice a day,wood,private,petrol,sometimes,218,never,5278,extra large,3,8,15,11,Sometimes,[],"['Stove', 'Oven']",3312,Medium
normal,female,pescatarian,less frequently,coal,private,lpg,never,194,frequently,7148,small,7,10,43,17,Yes,['Metal'],['Oven'],3633,High
underweight,female,omnivore,more frequently,wood,private,lpg,sometimes,244,very frequently,9014,extra large,3,1,4,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3949,High
normal,female,vegan,more frequently,coal,private,hybrid,often,196,very frequently,6180,large,7,13,49,7,Sometimes,"['Paper', 'Plastic', 'Glass']",[],3958,High
normal,male,omnivore,daily,electricity,private,diesel,never,183,rarely,8717,small,6,21,37,9,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",3635,High
obese,male,vegetarian,more frequently,electricity,private,hybrid,often,69,very frequently,9050,small,5,17,38,20,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4851,High
overweight,male,vegetarian,less frequently,electricity,private,hybrid,never,93,very frequently,1760,small,3,12,11,4,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",2105,Low
obese,male,vegetarian,less frequently,natural gas,private,lpg,often,191,very frequently,6482,extra large,7,17,23,10,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",5918,High
underweight,female,pescatarian,less frequently,electricity,private,petrol,often,184,very frequently,1614,small,3,6,48,24,Yes,"['Plastic', 'Glass']",['Stove'],2612,Medium
underweight,female,pescatarian,twice a day,wood,private,lpg,sometimes,243,rarely,4215,large,4,14,45,9,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2578,Medium
normal,female,pescatarian,twice a day,natural gas,private,lpg,never,133,never,6127,small,7,6,34,16,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",2467,Medium
obese,male,omnivore,daily,natural gas,private,diesel,sometimes,84,never,4084,medium,3,24,45,20,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],2780,Medium
overweight,male,vegan,twice a day,wood,private,lpg,sometimes,260,rarely,2266,large,3,10,44,12,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2727,Medium
underweight,female,omnivore,less frequently,natural gas,private,hybrid,never,125,rarely,3849,small,7,14,7,6,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",1423,Low
overweight,female,omnivore,less frequently,electricity,private,diesel,sometimes,220,rarely,9445,large,3,20,17,10,Sometimes,['Plastic'],['Oven'],3582,High
overweight,female,pescatarian,twice a day,electricity,private,diesel,often,210,very frequently,4197,small,2,16,48,16,No,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3538,High
overweight,male,omnivore,daily,electricity,private,hybrid,sometimes,53,rarely,1720,large,1,10,24,19,No,"['Glass', 'Metal']",['Stove'],1387,Low
overweight,male,pescatarian,twice a day,wood,private,petrol,often,53,very frequently,601,small,4,15,30,3,Sometimes,"['Paper', 'Glass', 'Metal']",['Microwave'],2729,Medium
overweight,female,omnivore,less frequently,wood,private,electric,never,53,very frequently,6894,small,7,0,15,10,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2026,Low
overweight,male,vegan,more frequently,electricity,private,electric,sometimes,183,very frequently,5442,large,3,9,20,20,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2522,Medium
overweight,female,pescatarian,less frequently,coal,private,lpg,sometimes,222,very frequently,3388,large,3,16,22,20,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3559,High
overweight,female,omnivore,less frequently,coal,private,diesel,often,120,never,5698,medium,1,17,28,0,Sometimes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2790,Medium
obese,female,pescatarian,more frequently,natural gas,private,hybrid,never,191,frequently,6716,large,3,7,6,21,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",2999,Medium
normal,male,pescatarian,less frequently,electricity,private,diesel,sometimes,179,very frequently,3717,medium,5,10,5,6,No,"['Paper', 'Plastic', 'Metal']",['Microwave'],2899,Medium
underweight,female,pescatarian,twice a day,electricity,private,hybrid,often,292,frequently,3745,extra large,1,5,23,18,Yes,['Plastic'],[],2056,Low
underweight,male,pescatarian,daily,natural gas,private,diesel,often,54,frequently,9915,large,5,11,12,16,No,"['Paper', 'Metal']",[],4122,High
normal,male,omnivore,daily,coal,private,diesel,sometimes,232,never,1181,large,3,2,18,7,No,['Plastic'],['Oven'],1888,Low
overweight,male,vegan,more frequently,natural gas,private,lpg,never,194,frequently,4044,large,2,10,6,22,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2960,Medium
normal,female,vegetarian,daily,electricity,private,electric,often,158,never,5151,small,7,8,43,16,Sometimes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",980,Low
underweight,female,vegetarian,less frequently,natural gas,private,electric,sometimes,153,rarely,5711,extra large,4,10,48,5,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1523,Low
overweight,female,omnivore,daily,coal,private,hybrid,sometimes,125,frequently,4670,small,6,5,7,6,Yes,['Glass'],[],2551,Medium
underweight,female,pescatarian,daily,coal,private,hybrid,often,52,rarely,6862,extra large,7,10,49,17,No,"['Plastic', 'Glass']",[],3198,Medium
obese,female,vegan,less frequently,coal,private,petrol,often,137,rarely,8095,medium,4,14,30,18,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",4960,High
overweight,male,vegan,less frequently,natural gas,private,diesel,never,232,never,2764,small,1,16,39,15,Yes,"['Plastic', 'Metal']",['Oven'],1998,Low
obese,female,pescatarian,less frequently,electricity,private,hybrid,often,120,never,2061,extra large,4,12,14,17,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1734,Low
underweight,male,omnivore,less frequently,natural gas,private,electric,never,268,very frequently,8886,extra large,3,8,13,9,No,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",2797,Medium
underweight,female,vegan,daily,coal,private,lpg,often,151,rarely,1703,large,7,2,46,2,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2409,Medium
underweight,female,vegetarian,more frequently,coal,private,lpg,often,216,never,543,small,7,4,34,9,Sometimes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1574,Low
underweight,female,vegan,daily,natural gas,private,hybrid,never,160,never,7896,medium,3,13,6,5,No,"['Paper', 'Glass', 'Metal']",[],1559,Low
overweight,male,vegan,twice a day,coal,private,lpg,never,140,rarely,5270,extra large,1,6,33,15,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3307,Medium
overweight,male,omnivore,less frequently,coal,private,petrol,never,281,frequently,1312,medium,2,6,5,23,Yes,"['Paper', 'Plastic', 'Glass']",[],2544,Medium
overweight,female,vegetarian,more frequently,coal,private,electric,sometimes,97,frequently,8798,extra large,6,6,8,23,Yes,"['Plastic', 'Glass']",['Microwave'],2161,Low
obese,female,vegan,less frequently,electricity,private,petrol,never,145,never,9313,large,3,16,21,2,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",4257,High
normal,male,vegan,less frequently,electricity,private,petrol,often,237,very frequently,6938,large,6,20,45,5,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",5391,High
normal,male,pescatarian,daily,natural gas,private,electric,often,236,never,5140,medium,7,10,50,6,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",1884,Low
underweight,male,vegetarian,twice a day,natural gas,private,hybrid,never,174,rarely,1545,medium,3,17,36,18,No,['Metal'],"['Stove', 'Microwave']",1721,Low
normal,female,vegetarian,twice a day,natural gas,private,lpg,often,275,very frequently,9964,large,5,19,12,23,Yes,"['Paper', 'Glass']",[],4712,High
normal,male,vegetarian,more frequently,electricity,private,petrol,sometimes,74,frequently,3430,large,6,8,28,7,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",3169,Medium
overweight,female,pescatarian,less frequently,wood,private,lpg,sometimes,108,frequently,7993,large,1,15,27,23,No,['Plastic'],"['Oven', 'Microwave']",4042,High
obese,male,vegan,twice a day,wood,private,diesel,sometimes,238,very frequently,4870,extra large,2,11,37,15,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",4631,High
overweight,male,pescatarian,less frequently,wood,private,electric,often,62,frequently,9123,medium,4,2,44,2,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2539,Medium
obese,male,pescatarian,less frequently,wood,private,lpg,often,151,very frequently,9070,extra large,7,11,16,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",6816,High
obese,male,pescatarian,daily,natural gas,private,diesel,often,189,rarely,274,large,1,8,30,14,Yes,['Plastic'],['Microwave'],2066,Low
overweight,female,omnivore,more frequently,coal,private,lpg,never,125,never,8390,extra large,7,7,20,10,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4260,High
normal,male,omnivore,less frequently,electricity,private,diesel,never,90,rarely,3379,extra large,1,22,50,10,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2128,Low
overweight,male,vegetarian,more frequently,electricity,private,hybrid,never,208,never,2215,medium,4,11,32,15,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",1562,Low
overweight,female,vegetarian,less frequently,electricity,private,electric,never,77,never,9206,medium,3,24,18,7,No,"['Plastic', 'Glass', 'Metal']",[],626,Low
obese,female,vegetarian,more frequently,electricity,private,petrol,never,261,rarely,5475,small,5,18,13,17,No,[],"['Stove', 'Oven']",3612,High
obese,male,omnivore,daily,electricity,private,diesel,never,246,rarely,9663,medium,3,22,21,8,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",4347,High
normal,female,vegan,twice a day,wood,private,diesel,never,98,very frequently,5774,medium,7,2,8,1,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",3222,Medium
obese,female,pescatarian,less frequently,wood,private,electric,sometimes,115,never,2062,medium,6,22,19,14,No,['Metal'],"['Stove', 'Oven']",1523,Low
obese,male,vegetarian,less frequently,natural gas,private,petrol,often,198,never,1741,large,6,6,42,13,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3325,Medium
underweight,male,vegan,less frequently,wood,private,diesel,never,196,frequently,5307,large,4,9,24,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],2673,Medium
overweight,male,pescatarian,less frequently,natural gas,private,diesel,never,263,very frequently,7952,medium,3,23,5,17,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",4496,High
obese,male,omnivore,less frequently,coal,private,hybrid,never,156,rarely,2073,small,4,4,24,1,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2011,Low
overweight,male,vegan,less frequently,electricity,private,electric,often,82,frequently,9371,extra large,4,19,36,11,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2209,Low
obese,female,pescatarian,less frequently,wood,private,electric,often,149,very frequently,8250,medium,4,14,42,24,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2901,Medium
normal,male,vegetarian,twice a day,wood,private,diesel,never,175,very frequently,6142,extra large,4,13,17,11,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",4173,High
obese,female,pescatarian,less frequently,electricity,private,electric,often,114,never,3657,large,7,1,20,21,No,"['Paper', 'Plastic', 'Metal']",['Stove'],1466,Low
underweight,female,omnivore,twice a day,wood,private,petrol,never,155,frequently,3756,extra large,6,13,42,22,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3439,High
normal,female,vegetarian,daily,electricity,private,petrol,often,81,frequently,7918,extra large,1,14,32,15,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",4286,High
underweight,male,pescatarian,twice a day,wood,private,diesel,sometimes,50,rarely,4757,extra large,3,10,20,3,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],2272,Low
normal,male,omnivore,daily,electricity,private,diesel,sometimes,105,rarely,4411,small,1,20,44,21,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2482,Medium
underweight,female,vegetarian,daily,natural gas,private,electric,sometimes,282,frequently,5823,medium,6,19,21,10,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1644,Low
normal,female,vegetarian,less frequently,natural gas,private,petrol,never,111,never,9845,extra large,6,9,37,19,Sometimes,['Metal'],['Microwave'],4663,High
obese,female,omnivore,more frequently,natural gas,private,diesel,never,54,frequently,6395,large,2,17,13,3,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3314,Medium
overweight,male,omnivore,less frequently,electricity,private,hybrid,often,216,very frequently,4288,medium,6,23,10,19,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",3710,High
overweight,female,omnivore,more frequently,natural gas,private,electric,often,192,never,6654,small,1,24,5,8,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",965,Low
overweight,male,omnivore,less frequently,wood,private,petrol,often,202,rarely,5203,medium,7,14,27,9,Sometimes,"['Glass', 'Metal']",[],4151,High
obese,female,pescatarian,daily,electricity,private,lpg,sometimes,161,rarely,2498,large,7,5,46,6,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],2521,Medium
obese,female,vegetarian,more frequently,natural gas,private,electric,often,211,frequently,5145,small,4,7,32,7,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1930,Low
normal,female,pescatarian,more frequently,natural gas,private,hybrid,sometimes,166,frequently,4595,small,4,2,11,13,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1866,Low
underweight,male,pescatarian,daily,electricity,private,lpg,sometimes,246,very frequently,6434,small,7,11,39,12,No,"['Paper', 'Glass']",['Microwave'],4052,High
normal,male,vegetarian,less frequently,natural gas,private,petrol,often,69,rarely,3291,medium,5,0,4,22,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2627,Medium
